Fecha,Yandy Díaz,Josh Lowe,Nolan Gorman,Ji Hwan Bae,Mike Brosseau,Stuart Fairchild,Gunnar Henderson,Kevin Pillar,Sean Murphy,Tommy Edman,José Ramírez,Rodolfo Castro,Kyle Higashioka,Julio Rodríguez,Spencer Torkelson,Connor Wong,Jordan Walker,Willson Contreras,Trent Grisham,Eugenio Suárez,Ramón Laureano,DJ LeMahieu,Orlando Arcia,Ryan Mountcastle,Keibert Ruiz,Mike Moustakas,Jeimer Candelario,Enrique Hernández,Ha-Seong Kim,Kevin Newman,Edwin Rios,Martín Maldonado,Trea Turner,Ian Happ,Manuel Margot,Brandon Crawford,Kody Clemens,Brendan Donovan,Thairo Estrada,Elias Díaz,Masataka Yoshida,Hunter Renfroe,Josh Jung,Jake Burger,Freddie Freeman,Jorge Mateo,Blake Sabol,AJ Pollock,Jake Meyers,Cal Raleigh,Carlos Santana,Trevor Larnach,Bobby Witt,Yu Chang,Anthony Rizzo,Brandon Lowe,Connor Joe,Rowdy Tellez,Josh Naylor,Jose Trevino,Jake McCarthy,Nick Castellanos,Cody Bellinger,Rafael Devers,Byron Buxton,Francisco Lindor,Bryan Reynolds,Manny Machado,Jake Fraley,Wander Franco,Brice Turang,Marcell Ozuna,Nelson Cruz,Gleyber Torres,MJ Melendez,Matt Chapman,Ketel Marte,Jarred Kelenic,Shohei Ohtani,Eddie Rosario,Jason Heyward,Jake Rogers,Edward Olivares,Austin Hays,Yasmani Grandal,Nick Fortes,Matt Olson,Brandon Marsh,Matt Duffy,J.D. Davis,Jake Cave,Miguel Vargas,Christian Yelich,Kyle Tucker,Danny Jansen,Matt Thaiss,Evan Longoria,Luis Campusano,Teoscar Hernández,Giancarlo Stanton,Chad Wallach,Pete Alonso,Randy Arozarena,C.J. Cron,Alec Bohm,Jeremy Peña,Ryan McMahon,Bo Bichette,Brent Rooker,Cristian Pache,Juan Soto,Riley Greene,Jason Vosler,Carlos Correa,Joey Wiemer,Joey Gallo,Vinnie Pasquantino,Nico Hoerner,Triston Casas,LaMonte Wade Jr.,David Villar,Taylor Ward,Victor Caratini,Aaron Judge,Chas McCormick,Justin Turner,Oswaldo Cabrera,Austin Riley,Jose Miranda,Corey Seager,Yordan Alvarez,Ryan Noda,Michael A. Taylor,Bryson Stott,Yan Gomes,Luis Robert Jr.,Sam Hilliard,Eric Hosmer,William Contreras,Starling Marte,Brett Baty,Gavin Sheets,Adley Rutschman,Cedric Mullins,J.D. Martinez,Adolis García,Brian Anderson,Nick Ahmed,Mitch Garver,Aledmys Díaz,Jake Cronenworth,Corey Julks,Nathaniel Lowe,Brandon Drury,Ezequiel Duran,Jorge Polanco,Alek Thomas,Jurickson Profar,David Peralta,Trayce Thompson,TJ Friedl,Alec Burleson,Kyle Farmer,Austin Nola,Nick Senzel,Nelson Velázquez,Wilmer Flores,Andrew Vaughn,James McCann,Dominic Smith,Ozzie Albies,Nick Maton,Christian Walker,Trey Mancini,Max Kepler,Mike Trout,Kevin Kiermaier,Jazz Chisholm Jr.,Kyle Schwarber,Jack Suwinski,Edmundo Sosa,Luis Rengifo,Paul Goldschmidt,Zack Short,Eduardo Escobar,Lourdes Gurriel Jr.,Avisaíl García,Franmil Reyes,Amed Rosario,Josh Bell,Luke Raley,Marcus Semien,George Springer,Ronald Acuna Jr.,Max Muncy,David Dahl,Anthony Volpe,Jace Peterson,Isaac Paredes,Xander Bogaerts,Willy Adames,Andrew McCutchen,Lars Nootbaar,Tyler Nevin,Kerry Carpenter,Garrett Mitchell,Mookie Betts,Seth Brown,Will Smith,Garrett Hampson,Dansby Swanson,Jonathan India,Chris Taylor,Shea Langeliers,Jonah Heim,Wil Myers,J.T. Realmuto,Geraldo Perdomo,Luis García,Alex Verdugo,Jorge Soler,Christian Bethancourt,Michael Conforto,Josh Donaldson,Mike Yastrzemski,Corbin Carroll,Harold Ramírez,Fernando Tatis Jr.,Alejandro Kirk,Robbie Grossman,Patrick Wisdom,Logan O'Hoppe,Cavan Biggio,Ji Man Choi,Jesús Aguilar,Kris Bryant,Adam Duvall,Zach McKinstry
20230411,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
20230412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20230413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230415,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230417,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20230418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20230419,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20230420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
